CODIGO ;NOMBRE O DENOMINACION;CLASIFICACION
520533;INTERESES SOBRE CESANTIAS ;SUBCUENTA
520536;PRIMA DE SERVICIOS ;SUBCUENTA
520539;VACACIONES ;SUBCUENTA
520542;PRIMAS EXTRALEGALES ;SUBCUENTA
520545;AUXILIOS ;SUBCUENTA
520548;BONIFICACIONES ;SUBCUENTA
520551;DOTACION Y SUMINISTRO A TRABAJADORES ;SUBCUENTA
520554;SEGUROS ;SUBCUENTA
520557;CUOTAS PARTES PENSIONES DE JUBILACION ;SUBCUENTA
520558;AMORTIZACION CALCULO ACTUARIAL PENSIONES DE JUBILACION ;SUBCUENTA
520559;PENSIONES DE JUBILACION ;SUBCUENTA
520560;INDEMNIZACIONES LABORALES ;SUBCUENTA
520563;CAPACITACION AL PERSONAL ;SUBCUENTA
520566;GASTOS DEPORTIVOS Y DE RECREACION ;SUBCUENTA
520569;APORTES AL I.S.S ;SUBCUENTA
520572;APORTES CAJAS DE COMPENSACION FAMILIAR ;SUBCUENTA
520575;APORTES I.C.B.F. ;SUBCUENTA
520578;SENA ;SUBCUENTA
520581;APORTES SINDICALES ;SUBCUENTA
520584;GASTOS MEDICOS Y DROGAS ;SUBCUENTA
520595;OTROS ;SUBCUENTA
520599;AJUSTES POR INFLACION ;SUBCUENTA
5210;HONORARIOS ;CUENTA
521005;JUNTA DIRECTIVA ;SUBCUENTA
521010;REVISORIA FISCAL ;SUBCUENTA
521015;AUDITORIA EXTERNA ;SUBCUENTA
521020;AVALUOS ;SUBCUENTA
521025;ASESORIA JURIDICA ;SUBCUENTA
521030;ASESORIA FINANCIERA ;SUBCUENTA
521035;ASESORIA TECNICA ;SUBCUENTA
521095;OTROS ;SUBCUENTA
521099;AJUSTES POR INFLACION ;SUBCUENTA
5215;IMPUESTOS ;CUENTA
521505;INDUSTRIA Y COMERCIO ;SUBCUENTA
521510;DE TIMBRES ;SUBCUENTA
521515;A LA PROPIEDAD RAIZ ;SUBCUENTA
521520;DERECHOS SOBRE INSTRUMENTOS PUBLICOS ;SUBCUENTA
521525;DE VALORIZACION ;SUBCUENTA
521530;DE TURISMO ;SUBCUENTA
521535;TASA POR UTILIZACION DE PUERTOS ;SUBCUENTA
521540;DE VEHICULOS ;SUBCUENTA
521545;DE ESPECTACULOS PUBLICOS ;SUBCUENTA
521550;CUOTAS DE FOMENTO ;SUBCUENTA
521555;LICORES ;SUBCUENTA
521560;CERVEZAS ;SUBCUENTA
521565;CIGARRILLOS ;SUBCUENTA
521570;IVA DESCONTABLE ;SUBCUENTA
521595;OTROS ;SUBCUENTA
521599;AJUSTES POR INFLACION ;SUBCUENTA
5220;ARRENDAMIENTOS ;CUENTA
522005;TERRENOS ;SUBCUENTA
522010;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
522015;MAQUINARIA Y EQUIPO ;SUBCUENTA
522020;EQUIPO DE OFICINA ;SUBCUENTA
522025;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
522030;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
522035;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
522040;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
522045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
522050;FLOTA Y EQUIPO AEREO ;SUBCUENTA
522055;FLOTA Y EQUIPO FERREO ;SUBCUENTA
522060;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
522065;AERODROMOS ;SUBCUENTA
522070;SEMOVIENTES ;SUBCUENTA
522095;OTROS ;SUBCUENTA
522099;AJUSTES POR INFLACION ;SUBCUENTA
5225;CONTRIBUCIONES Y AFILIACIONES ;CUENTA
522505;CONTRIBUCIONES ;SUBCUENTA
522510;AFILIACIONES Y SOSTENIMIENTO ;SUBCUENTA
522599;AJUSTES POR INFLACION ;SUBCUENTA
5230;SEGUROS ;CUENTA
523005;MANEJO ;SUBCUENTA
523010;CUMPLIMIENTO ;SUBCUENTA
523015;CORRIENTE DEBIL ;SUBCUENTA
523020;VIDA COLECTIVA ;SUBCUENTA
523025;INCENDIO ;SUBCUENTA
523030;TERREMOTO ;SUBCUENTA
523035;SUSTRACCION Y HURTO ;SUBCUENTA
523040;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
523045;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
523050;FLOTA Y EQUIPO AEREO ;SUBCUENTA
523055;FLOTA Y EQUIPO FERREO ;SUBCUENTA
523060;RESPONSABILIDAD CIVIL Y EXTRACONTRACTUAL ;SUBCUENTA
523065;VUELO ;SUBCUENTA
523070;ROTURA DE MAQUINARIA ;SUBCUENTA
523075;OBLIGATORIO ACCIDENTE DE TRANSITO ;SUBCUENTA
523080;LUCRO CESANTE ;SUBCUENTA
523095;OTROS ;SUBCUENTA
523099;AJUSTES POR INFLACION ;SUBCUENTA
5235;SERVICIOS ;CUENTA
523505;ASEO Y VIGILANCIA ;SUBCUENTA
523510;TEMPORALES ;SUBCUENTA
523515;ASISTENCIA TECNICA ;SUBCUENTA
523520;PROCESAMIENTO ELECTRONICO DE DATOS ;SUBCUENTA
523525;ACUEDUCTO Y ALCANTARILLADO ;SUBCUENTA
523530;ENERGIA ELECTRICA ;SUBCUENTA
523535;TELEFONO ;SUBCUENTA
523540;CORREO, PORTES Y TELEGRAMAS ;SUBCUENTA
523545;FAX Y TELEX ;SUBCUENTA
523550;TRANSPORTE, FLETES Y ACARREOS ;SUBCUENTA
523555;GAS ;SUBCUENTA
523560;PROPAGANDA Y PUBLICIDAD ;SUBCUENTA
523595;OTROS ;SUBCUENTA
523599;AJUSTES POR INFLACION ;SUBCUENTA
5240;GASTOS LEGALES ;CUENTA
524005;NOTARIALES ;SUBCUENTA
524010;REGISTRO MERCANTIL ;SUBCUENTA
524015;TRAMITES Y LICENCIAS ;SUBCUENTA
524020;ADUANEROS ;SUBCUENTA
524025;CONSULARES ;SUBCUENTA
524095;OTROS ;SUBCUENTA
524099;AJUSTES POR INFLACION ;SUBCUENTA
5245;MANTENIMIENTO Y REPARACIONES ;CUENTA
524505;TERRENOS ;SUBCUENTA
524510;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
524515;MAQUINARIA Y EQUIPO ;SUBCUENTA
524520;EQUIPO DE OFICINA ;SUBCUENTA
524525;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
524530;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
524535;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
524540;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
524545;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
524550;FLOTA Y EQUIPO AEREO ;SUBCUENTA
524555;FLOTA Y EQUIPO FERREO ;SUBCUENTA
524560;ACUEDUCTOS PLANTAS Y REDES ;SUBCUENTA
524565;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
524570;VIAS DE COMUNICACION ;SUBCUENTA
524599;AJUSTES POR INFLACION ;SUBCUENTA
5250;ADECUACION E INSTALACION ;CUENTA
525005;INSTALACIONES ELECTRICAS ;SUBCUENTA
525010;ARREGLOS ORNAMENTALES ;SUBCUENTA
525015;REPARACIONES LOCATIVAS ;SUBCUENTA
525095;OTROS ;SUBCUENTA
525099;AJUSTES POR INFLACION ;SUBCUENTA
5255;GASTOS DE VIAJE ;CUENTA
525505;ALOJAMIENTO Y MANUTENCION ;SUBCUENTA
525510;PASAJES FLUVIALES Y/O MARITIMOS ;SUBCUENTA
525515;PASAJES AEREOS ;SUBCUENTA
525520;PASAJES TERRESTRES ;SUBCUENTA
525525;PASAJES FERREOS ;SUBCUENTA
525595;OTROS ;SUBCUENTA
525599;AJUSTES POR INFLACION ;SUBCUENTA
5260;DEPRECIACIONES ;CUENTA
526005;CONSTRUCCIONES Y EDIFICACIONES ;SUBCUENTA
526010;MAQUINARIA Y EQUIPO ;SUBCUENTA
526015;EQUIPO DE OFICINA ;SUBCUENTA
526020;EQUIPO DE COMPUTACION Y COMUNICACION ;SUBCUENTA
526025;EQUIPO MEDICO - CIENTIFICO ;SUBCUENTA
526030;EQUIPO DE HOTELES Y RESTAURANTES ;SUBCUENTA
526035;FLOTA Y EQUIPO DE TRANSPORTE ;SUBCUENTA
526040;FLOTA Y EQUIPO FLUVIAL Y/O MARITIMO ;SUBCUENTA
526045;FLOTA Y EQUIPO AEREO ;SUBCUENTA
526050;FLOTA Y EQUIPO FERREO ;SUBCUENTA
526055;ACUEDUCTOS, PLANTAS Y REDES ;SUBCUENTA
526060;ARMAMENTO DE VIGILANCIA ;SUBCUENTA
526065;ENVASES Y EMPAQUES ;SUBCUENTA
526099;AJUSTES POR INFLACION ;SUBCUENTA
5265;AMORTIZACIONES ;CUENTA
526505;VIAS DE COMUNICACION ;SUBCUENTA
526510;INTANGIBLES ;SUBCUENTA
526515;CARGOS DIFERIDOS ;SUBCUENTA
526595;OTRAS ;SUBCUENTA
526599;AJUSTES POR INFLACION ;SUBCUENTA
5270;FINANCIEROS - REAJUSTE DEL SISTEMA ;CUENTA
527001 a 527098 ;;
527099;AJUSTES POR INFLACION ;SUBCUENTA
5295;DIVERSOS ;CUENTA
529505;COMISIONES ;SUBCUENTA
529510;LIBROS, SUSCRIPCIONES, PERIODICOS Y REVISTAS ;SUBCUENTA
529515;MUSICA AMBIENTAL ;SUBCUENTA
529520;GASTOS DE REPRESENTACION Y RELACIONES PUBLICAS ;SUBCUENTA
529525;ELEMENTOS DE ASEO Y CAFETERIA ;SUBCUENTA
529530;UTILES, PAPELERIA Y FOTOCOPIAS ;SUBCUENTA
529535;COMBUSTIBLES Y LUBRICANTES ;SUBCUENTA
529540;ENVASES Y EMPAQUES ;SUBCUENTA
529545;TAXIS Y BUSES ;SUBCUENTA
529550;ESTAMPILLAS ;SUBCUENTA
529555;MICROFILMACION ;SUBCUENTA
529560;CASINO Y RESTAURANTE ;SUBCUENTA
529565;PARQUEADEROS ;SUBCUENTA
529570;INDEMNIZACION POR DAÑOS A TERCEROS ;SUBCUENTA
529575;POLVORA Y SIMILARES ;SUBCUENTA
529595;OTROS ;SUBCUENTA
529599;AJUSTES POR INFLACION ;SUBCUENTA
5299;PROVISIONES ;CUENTA
529905;INVERSIONES ;SUBCUENTA
529910;DEUDORES ;SUBCUENTA
529915;INVENTARIOS ;SUBCUENTA
529920;PROPIEDADES, PLANTA Y EQUIPO ;SUBCUENTA
529995;OTROS ACTIVOS ;SUBCUENTA
529999;AJUSTES POR INFLACION ;SUBCUENTA
53;NO OPERACIONALES ;GRUPO
5305;FINANCIEROS ;CUENTA
530505;GASTOS BANCARIOS ;SUBCUENTA
530510;REAJUSTE MONETARIO - UPAC ;SUBCUENTA
530515;COMISIONES ;SUBCUENTA
530520;INTERESES ;SUBCUENTA
530525;DIFERENCIA EN CAMBIO ;SUBCUENTA
530530;GASTOS EN NEGOCIACION CERTIFICADOS DE CAMBIO ;SUBCUENTA
530535;DESCUENTOS COMERCIALES CONDICIONADOS ;SUBCUENTA
530540;GASTOS MANEJO Y EMISION DE BONOS ;SUBCUENTA
530545;PRIMA AMORTIZADA ;SUBCUENTA
530595;OTROS ;SUBCUENTA
530599;AJUSTES POR INFLACION ;SUBCUENTA
5310;PERDIDA EN VENTA Y RETIRO DE BIENES ;CUENTA
531005;VENTA DE INVERSIONES ;SUBCUENTA
531010;VENTA DE CARTERA ;SUBCUENTA
531015;VENTA DE PROPIEDADES PLANTA Y EQUIPO ;SUBCUENTA
531020;VENTA DE INTANGIBLES ;SUBCUENTA
531025;VENTA DE OTROS ACTIVOS ;SUBCUENTA
531030;RETIRO DE PROPIEDADES PLANTA Y EQUIPO ;SUBCUENTA
531035;RETIRO DE OTROS ACTIVOS ;SUBCUENTA
531040;PERDIDAS POR SINIESTROS ;SUBCUENTA
531095;OTROS ;SUBCUENTA
531099;AJUSTES POR INFLACION ;SUBCUENTA
5315;GASTOS EXTRAORDINARIOS ;CUENTA
531505;COSTAS Y PROCESOS JUDICIALES ;SUBCUENTA
531510;ACTIVIDADES CULTURALES Y CIVICAS ;SUBCUENTA
531515;COSTOS Y GASTOS DE EJERCICIOS ANTERIORES ;SUBCUENTA
531520;IMPUESTOS ASUMIDOS ;SUBCUENTA
531595;OTROS ;SUBCUENTA
531599;AJUSTES POR INFLACION ;SUBCUENTA
5395;GASTOS DIVERSOS ;CUENTA
539505;DEMANDAS LABORALES ;SUBCUENTA
539510;DEMANDAS POR INCUMPLIMIENTO DE CONTRATOS ;SUBCUENTA
539515;INDEMNIZACIONES ;SUBCUENTA
539520;MULTAS, SANCIONES Y LITIGIOS ;SUBCUENTA
539525;DONACIONES ;SUBCUENTA
539530;CONSTITUCION DE GARANTIAS ;SUBCUENTA
539535;AMORTIZACION DE BIENES ENTREGADOS EN COMODATO ;SUBCUENTA
539595;OTROS ;SUBCUENTA
539599;AJUSTES POR INFLACION ;SUBCUENTA
54;IMPUESTO DE RENTA Y COMPLEMENTARIOS ;GRUPO
5405;IMPUESTO DE RENTA Y COMPLEMENTARIOS ;CUENTA
540505;IMPUESTO DE RENTA Y COMPLEMENTARIOS ;SUBCUENTA
59;GANANCIAS Y PERDIDAS ;GRUPO
5905;GANANCIAS Y PERDIDAS ;CUENTA
590505;GANANCIAS Y PERDIDAS ;SUBCUENTA
6;COSTOS DE VENTAS ;CLASE
61;COSTO DE VENTAS Y DE PRESTACION DE SERVICIOS ;GRUPO
6105;AGRICULTURA, GANADERIA, CAZA Y SILVICULTURA ;CUENTA
610505;CULTIVO DE CEREALES ;SUBCUENTA
610510;CULTIVOS DE HORTALIZAS, LEGUMBRES Y PLANTAS ORNAMENTALES ;SUBCUENTA
610515;CULTIVOS DE FRUTAS, NUECES Y PLANTAS AROMATICAS ;SUBCUENTA
610520;CULTIVO DE CAFE ;SUBCUENTA
610525;CULTIVO DE FLORES ;SUBCUENTA
610530;CULTIVO DE CAÑA DE AZUCAR ;SUBCUENTA
610535;CULTIVO DE ALGODON Y PLANTAS PARA MATERIAL TEXTIL ;SUBCUENTA
610540;CULTIVO DE BANANO ;SUBCUENTA
610545;OTROS CULTIVOS AGRICOLAS ;SUBCUENTA
610550;CRIA DE OVEJAS, CABRAS, ASNOS, MULAS Y BURDEGANOS ;SUBCUENTA
610555;CRIA DE GANADO CABALLAR Y VACUNO. ;SUBCUENTA
610560;PRODUCCION AVICOLA ;SUBCUENTA
610565;CRIA DE OTROS ANIMALES ;SUBCUENTA
610570;SERVICIOS AGRICOLAS Y GANADEROS ;SUBCUENTA
610575;ACTIVIDAD DE CAZA ;SUBCUENTA
610580;ACTIVIDAD DE SILVICULTURA ;SUBCUENTA
610599;AJUSTES POR INFLACION ;SUBCUENTA
6110;PESCA ;CUENTA
611005;ACTIVIDAD DE PESCA ;SUBCUENTA
611010;EXPLOTACION DE CRIADEROS DE PECES ;SUBCUENTA
611095;ACTIVIDADES CONEXAS ;SUBCUENTA
611099;AJUSTES POR INFLACION ;SUBCUENTA
6115;EXPLOTACION DE MINAS Y CANTERAS ;CUENTA
611505;CARBON ;SUBCUENTA
611510;PETROLEO CRUDO ;SUBCUENTA
611512;GAS NATURAL ;SUBCUENTA
611514;SERVICIOS RELACIONADOS CON EXTRACCION DE PETROLEO Y GAS ;SUBCUENTA
611515;MINERALES DE HIERRO ;SUBCUENTA
611520;MINERALES METALIFEROS NO FERROSOS ;SUBCUENTA
611525;PIEDRA, ARENA Y ARCILLA ;SUBCUENTA
611527;PIEDRAS PRECIOSAS ;SUBCUENTA
611528;ORO ;SUBCUENTA
611530;OTRAS MINAS Y CANTERAS ;SUBCUENTA
611532;PRESTACION DE SERVICIOS SECTOR MINERO ;SUBCUENTA
611595;ACTIVIDADES CONEXAS ;SUBCUENTA
611599;AJUSTES POR INFLACION ;SUBCUENTA
6120;INDUSTRIAS MANUFACTURERAS ;CUENTA
612001;PRODUCCION Y PROCESAMIENTO DE CARNES Y PRODUCTOS CARNICOS ;SUBCUENTA
612002;PRODUCTOS DE PESCADO ;SUBCUENTA
612003;PRODUCTOS DE FRUTAS, LEGUMBRES Y HORTALIZAS ;SUBCUENTA
612004;ELABORACION DE ACEITES Y GRASAS ;SUBCUENTA
612005;ELABORACION DE PRODUCTOS LACTEOS ;SUBCUENTA
612006;ELABORACION DE PRODUCTOS DE MOLINERIA ;SUBCUENTA
612007;ELABORACION DE ALMIDONES Y DERIVADOS ;SUBCUENTA
612008;ELABORACION DE ALIMENTOS PARA ANIMALES ;SUBCUENTA
612009;ELABORACION DE PRODUCTOS PARA PANADERIA ;SUBCUENTA
612010;ELABORACION DE AZUCAR Y MELAZAS ;SUBCUENTA
612011;ELABORACION DE CACAO, CHOCOLATE Y CONFITERIA ;SUBCUENTA
612012;ELABORACION DE PASTAS Y PRODUCTOS FARINACEOS ;SUBCUENTA
612013;ELABORACION DE PRODUCTOS DE CAFE ;SUBCUENTA
612014;ELABORACION DE OTROS PRODUCTOS ALIMENTICIOS ;SUBCUENTA
612015;ELABORACION DE BEBIDAS ALCOHOLICAS Y ALCOHOL ETILICO ;SUBCUENTA
612016;ELABORACION DE VINOS ;SUBCUENTA
612017;ELABORACION DE BEBIDAS MALTEADAS Y DE MALTA ;SUBCUENTA
612018;ELABORACION DE BEBIDAS NO ALCOHOLICAS ;SUBCUENTA
612019;ELABORACION DE PRODUCTOS DE TABACO ;SUBCUENTA
612020;PREPARACION E HILATURA DE FIBRAS TEXTILES Y TEJEDURIA ;SUBCUENTA
612021;ACABADO DE PRODUCTOS TEXTILES ;SUBCUENTA
612022;ELABORACION DE ARTICULOS DE MATERIALES TEXTILES ;SUBCUENTA
612023;ELABORACION DE TAPICES Y ALFOMBRAS ;SUBCUENTA
612024;ELABORACION DE CUERDAS, CORDELES, BRAMANTES Y REDES ;SUBCUENTA
612025;ELABORACION DE OTROS PRODUCTOS TEXTILES ;SUBCUENTA
612026;ELABORACION DE TEJIDOS ;SUBCUENTA
612027;ELABORACION DE PRENDAS DE VESTIR ;SUBCUENTA
612028;PREPARACION, ADOBO Y TEÑIDO DE PIELES ;SUBCUENTA
612029;CURTIDO, ADOBO O PREPARACION DE CUERO ;SUBCUENTA
612030;ELABORACION DE MALETAS, BOLSOS Y SIMILARES ;SUBCUENTA
612031;ELABORACION DE CALZADO ;SUBCUENTA
612032;PRODUCCION DE MADERA, ARTICULOS DE MADERA Y CORCHO ;SUBCUENTA
612033;ELABORACION DE PASTA Y PRODUCTOS DE MADERA, PAPEL Y CARTON ;SUBCUENTA
612034;EDICIONES Y PUBLICACIONES ;SUBCUENTA
612035;IMPRESION ;SUBCUENTA
612036;SERVICIOS RELACIONADOS CON LA EDICION Y LA IMPRESION ;SUBCUENTA
612037;REPRODUCCION DE GRABACIONES ;SUBCUENTA
612038;ELABORACION DE PRODUCTOS DE HORNO DE COQUE ;SUBCUENTA
612039;ELABORACION DE PRODUCTOS DE LA REFINACION DE PETROLEO ;SUBCUENTA
612040;ELABORACION DE SUSTANCIAS QUIMICAS BASICAS ;SUBCUENTA
612041;ELABORACION DE ABONOS Y COMPUESTOS DE NITROGENO ;SUBCUENTA
612042;ELABORACION DE PLASTICO Y CAUCHO SINTETICO ;SUBCUENTA
612043;ELABORACION DE PRODUCTOS QUIMICOS DE USO AGROPECUARIO ;SUBCUENTA
612044;ELABORACION DE PINTURAS, TINTAS Y MASILLAS ;SUBCUENTA
612045;ELABORACION DE PRODUCTOS FARMACEUTICOS Y BOTANICOS ;SUBCUENTA
612046;ELABORACION DE JABONES, DETERGENTES Y PREPARADOS DE TOCADOR ;SUBCUENTA
612047;ELABORACION DE OTROS PRODUCTOS QUIMICOS ;SUBCUENTA
612048;ELABORACION DE FIBRAS ;SUBCUENTA
612049;ELABORACION DE OTROS PRODUCTOS DE CAUCHO ;SUBCUENTA
612050;ELABORACION DE PRODUCTOS DE PLASTICO ;SUBCUENTA
612051;ELABORACION DE VIDRIO Y PRODUCTOS DE VIDRIO ;SUBCUENTA
612052;ELABORACION DE PRODUCTOS DE CERAMICA, LOZA, PIEDRA, ARCILLA Y PORCELANA ;SUBCUENTA
612053;ELABORACION DE CEMENTO, CAL Y YESO ;SUBCUENTA
612054;ELABORACION DE ARTICULOS DE HORMIGON, CEMENTO Y YESO ;SUBCUENTA
612055;CORTE, TALLADO Y ACABADO DE LA PIEDRA ;SUBCUENTA
612056;ELABORACION DE OTROS PRODUCTOS MINERALES NO METALICOS ;SUBCUENTA
612057;INDUSTRIAS BASICAS Y FUNDICION DE HIERRO Y ACERO ;SUBCUENTA
612058;PRODUCTOS PRIMARIOS DE METALES PRECIOSOS Y DE METALES NO FERROSOS ;SUBCUENTA
612059;FUNDICION DE METALES NO FERROSOS ;SUBCUENTA
612060;FABRICACION DE PRODUCTOS METALICOS PARA USO ESTRUCTURAL ;SUBCUENTA
612061;FORJA, PRENSADO, ESTAMPADO, LAMINADO DE METAL Y ;SUBCUENTA
612062;REVESTIMIENTO DE METALES Y OBRAS DE INGENIERIA MECANICA ;SUBCUENTA
612063;FABRICACION DE ARTICULOS DE FERRETERIA ;SUBCUENTA
612064;ELABORACION DE OTROS PRODUCTOS DE METAL ;SUBCUENTA
612065;FABRICACION DE MAQUINARIA Y EQUIPO ;SUBCUENTA
612066;FABRICACION DE EQUIPOS DE ELEVACION Y MANIPULACION ;SUBCUENTA
612067;ELABORACION DE APARATOS DE USO DOMESTICO ;SUBCUENTA
612068;ELABORACION DE EQUIPO DE OFICINA ;SUBCUENTA
612069;ELABORACION DE PILAS Y BATERIAS PRIMARIAS ;SUBCUENTA
612070;ELABORACION DE EQUIPO DE ILUMINACION ;SUBCUENTA
612071;ELABORACION DE OTROS TIPOS DE EQUIPO ELECTRICO ;SUBCUENTA
612072;FABRICACION DE EQUIPOS DE RADIO, TELEVISION Y COMUNICACIONES ;SUBCUENTA
612073;FABRICACION DE APARATOS E INSTRUMENTOS MEDICOS ;SUBCUENTA
612074;FABRICACION DE INSTRUMENTOS DE MEDICION Y CONTROL ;SUBCUENTA
612075;FABRICACION DE INSTRUMENTOS DE OPTICA Y EQUIPO FOTOGRAFICO ;SUBCUENTA
612076;FABRICACION DE RELOJES ;SUBCUENTA
612077;FABRICACION DE VEHICULOS AUTOMOTORES ;SUBCUENTA
612078;FABRICACION DE CARROCERIAS PARA AUTOMOTORES ;SUBCUENTA
612079;FABRICACION DE PARTES PIEZAS Y ACCESORIOS PARA AUTOMOTORES ;SUBCUENTA
612080;FABRICACION Y REPARACION DE BUQUES Y OTRAS EMBARCACIONES ;SUBCUENTA
612081;FABRICACION DE LOCOMOTORAS Y MATERIAL RODANTE PARA FERROCARRILES ;SUBCUENTA
612082;FABRICACION DE AERONAVES ;SUBCUENTA
612083;FABRICACION DE MOTOCICLETAS ;SUBCUENTA
612084;FABRICACION DE BICICLETAS Y SILLAS DE RUEDAS ;SUBCUENTA
612085;FABRICACION DE OTROS TIPOS DE TRANSPORTE ;SUBCUENTA
612086;FABRICACION DE MUEBLES ;SUBCUENTA
612087;FABRICACION DE JOYAS Y ARTICULOS CONEXOS ;SUBCUENTA
612088;FABRICACION DE INSTRUMENTOS DE MUSICA ;SUBCUENTA
612089;FABRICACION DE ARTICULOS Y EQUIPO PARA DEPORTE ;SUBCUENTA
612090;FABRICACION DE JUEGOS Y JUGUETES ;SUBCUENTA
612091;RECICLAMIENTO DE DESPERDICIOS ;SUBCUENTA
612095;PRODUCTOS DE OTRAS INDUSTRIAS MANUFACTURERAS ;SUBCUENTA
612099;AJUSTES POR INFLACION ;SUBCUENTA
6125;SUMINISTRO DE ELECTRICIDAD, GAS Y AGUA ;CUENTA
612505;GENERACION, CAPTACION Y DISTRIBUCION DE ENERGIA ELECTRICA ;SUBCUENTA
612510;FABRICACION DE GAS Y DISTRIBUCION DE COMBUSTIBLES GASEOSOS ;SUBCUENTA
612515;CAPTACION, DEPURACION Y DISTRIBUCION DE AGUA ;SUBCUENTA
612595;ACTIVIDADES CONEXAS ;SUBCUENTA
612599;AJUSTES POR INFLACION ;SUBCUENTA
6130;CONSTRUCCION ;CUENTA
613005;PREPARACION DE TERRENOS ;SUBCUENTA
613010;CONSTRUCCION DE EDIFICIOS Y OBRAS DE INGENIERIA CIVIL ;SUBCUENTA
613015;ACONDICIONAMIENTO DE EDIFICIOS ;SUBCUENTA
613020;TERMINACION DE EDIFICACIONES ;SUBCUENTA
613025;ALQUILER DE EQUIPO CON OPERARIO ;SUBCUENTA
613095;ACTIVIDADES CONEXAS ;SUBCUENTA
613099;AJUSTES POR INFLACION ;SUBCUENTA
6135;COMERCIO AL POR MAYOR Y AL POR MENOR ;CUENTA
613502;VENTA DE VEHICULOS AUTOMOTORES ;SUBCUENTA
613504;MANTENIMIENTO, REPARACION Y LAVADO DE VEHICULOS AUTOMOTORES ;SUBCUENTA
613506;VENTA DE PARTES, PIEZAS Y ACCESORIOS DE VEHICULOS AUTOMOTORES ;SUBCUENTA
613508;VENTA DE COMBUSTIBLES SOLIDOS, LIQUIDOS, GASEOSOS ;SUBCUENTA
613510;VENTA DE LUBRICANTES, ADITIVOS, LLANTAS Y LUJOS PARA AUTOMOTORES ;SUBCUENTA
613512;VENTA A CAMBIO DE RETRIBUCION O POR CONTRATA ;SUBCUENTA
613514;VENTA DE INSUMOS, MATERIAS PRIMAS AGROPECUARIAS Y FLORES ;SUBCUENTA
613516;VENTA DE OTROS INSUMOS Y MATERIAS PRIMAS NO AGROPECUARIAS ;SUBCUENTA
613518;VENTA DE ANIMALES VIVOS Y CUEROS ;SUBCUENTA
613520;VENTA DE PRODUCTOS EN ALMACENES NO ESPECIALIZADOS ;SUBCUENTA
613522;VENTA DE PRODUCTOS AGROPECUARIOS ;SUBCUENTA
613524;VENTA DE PRODUCTOS TEXTILES, DE VESTIR, DE CUERO Y CALZADO ;SUBCUENTA
613526;VENTA DE PAPEL Y CARTON ;SUBCUENTA
613528;VENTA DE LIBROS, REVISTAS, ELEMENTOS DE PAPELERIA, UTILES Y TEXTOS ESCOLARES ;SUBCUENTA
613530;VENTA DE JUEGOS, JUGUETES Y ARTICULOS DEPORTIVOS ;SUBCUENTA
613532;VENTA DE INSTRUMENTOS QUIRURGICOS Y ORTOPEDICOS ;SUBCUENTA
613534;VENTA DE ARTICULOS EN RELOJERIAS Y JOYERIAS ;SUBCUENTA
613536;VENTA DE ELECTRODOMESTICOS Y MUEBLES ;SUBCUENTA
613538;VENTA DE PRODUCTOS DE ASEO, FARMACEUTICOS, MEDICINALES, Y ARTICULOS DE TOCADOR ;SUBCUENTA
613540;VENTA DE CUBIERTOS, VAJILLAS, CRISTALERIA, PORCELANAS, CERAMICAS Y OTROS ARTICULOS DE USO DOMESTICO ;SUBCUENTA
613542;VENTA DE MATERIALES DE CONSTRUCCION, FONTANERIA Y CALEFACCION ;SUBCUENTA
613544;VENTA DE PINTURAS Y LACAS ;SUBCUENTA
613546;VENTA DE PRODUCTOS DE VIDRIOS Y MARQUETERIA ;SUBCUENTA
613548;VENTA DE HERRAMIENTAS Y ARTICULOS DE FERRETERIA ;SUBCUENTA
613550;VENTA DE QUIMICOS ;SUBCUENTA
613552;VENTA DE PRODUCTOS INTERMEDIOS, DESPERDICIOS Y DESECHOS ;SUBCUENTA
613554;VENTA DE MAQUINARIA, EQUIPO DE OFICINA Y PROGRAMAS DE COMPUTADOR ;SUBCUENTA
613556;VENTA DE ARTICULOS EN CACHARRERIAS Y MISCELANEAS ;SUBCUENTA
613558;VENTA DE INSTRUMENTOS MUSICALES ;SUBCUENTA
613560;VENTA DE ARTICULOS EN CASAS DE EMPEÑO Y PRENDERIAS ;SUBCUENTA
